id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
17792,1557565,131,125,2022-04-22 18:30:00,3,2021,5,0,Wolfsburg,Mainz 05,3.6526,0.613976,0.9672,0.0276,0.0052,Bundesliga,15,5,8,3,10,2,46.0,9.5455
17786,1557553,267,119,2022-04-23 13:30:00,3,2021,1,4,Greuther Fuerth,Bayer Leverkusen,1.18317,2.11362,0.1456,0.2191,0.6353,Bundesliga,8,9,3,5,5,3,15.3889,15.6842
17788,1557557,134,262,2022-04-23 13:30:00,3,2021,3,1,FC Cologne,Arminia Bielefeld,1.91505,0.740533,0.6825,0.2055,0.112,Bundesliga,19,13,6,4,11,4,6.3571,8.0
17790,1557561,135,130,2022-04-23 13:30:00,3,2021,3,3,Freiburg,Borussia M.Gladbach,2.49907,1.52115,0.6334,0.2319,0.1347,Bundesliga,19,7,6,4,5,5,27.7273,8.75
17791,1557563,132,120,2022-04-23 13:30:00,3,2021,2,2,Eintracht Frankfurt,Hoffenheim,1.06541,0.757228,0.423,0.3188,0.2582,Bundesliga,17,10,7,4,5,9,17.2353,10.6667
17793,1557567,136,240,2022-04-23 13:30:00,3,2021,1,2,RasenBallsport Leipzig,Union Berlin,0.573656,1.93634,0.0714,0.1824,0.7462,Bundesliga,5,14,1,4,8,7,18.6875,11.9048
17794,1557569,117,129,2022-04-23 16:30:00,3,2021,3,1,Bayern Munich,Borussia Dortmund,2.0232,1.17213,0.6061,0.2514,0.1425,Bundesliga,14,7,6,2,11,8,19.3158,8.6667
17787,1557555,268,121,2022-04-24 13:30:00,3,2021,0,2,Bochum,Augsburg,1.18661,1.99486,0.1805,0.2337,0.5858,Bundesliga,18,12,3,5,3,6,9.48,7.1818
17789,1557559,122,133,2022-04-24 15:30:00,3,2021,2,0,Hertha Berlin,VfB Stuttgart,0.947404,0.451742,0.4903,0.3565,0.1532,Bundesliga,9,12,2,5,4,6,13.5385,12.76
17801,1557583,240,267,2022-04-29 18:30:00,3,2021,1,1,Union Berlin,Greuther Fuerth,0.857798,0.237425,0.5387,0.3715,0.0898,Bundesliga,8,7,3,2,3,0,21.3636,6.5405
17795,1557571,262,122,2022-04-30 13:30:00,3,2021,1,1,Arminia Bielefeld,Hertha Berlin,0.403104,1.66247,0.0555,0.1894,0.7551,Bundesliga,7,11,1,5,6,7,15.2381,6.3871
17796,1557573,121,134,2022-04-30 13:30:00,3,2021,1,4,Augsburg,FC Cologne,1.73625,3.04059,0.1425,0.179,0.6785,Bundesliga,12,17,4,7,6,13,4.8889,8.7037
17797,1557575,125,117,2022-04-30 13:30:00,3,2021,3,1,Mainz 05,Bayern Munich,3.17227,1.23601,0.8075,0.1295,0.063,Bundesliga,22,7,7,1,9,7,4.2857,11.5
17799,1557579,133,131,2022-04-30 13:30:00,3,2021,1,1,VfB Stuttgart,Wolfsburg,0.826738,1.16064,0.2423,0.3037,0.454,Bundesliga,19,15,5,5,9,0,11.4615,13.3125
17803,1557587,129,268,2022-04-30 13:30:00,3,2021,3,4,Borussia Dortmund,Bochum,3.34247,1.90488,0.7144,0.1689,0.1167,Bundesliga,18,12,9,6,17,4,13.8889,6.0
17798,1557577,120,135,2022-04-30 16:30:00,3,2021,3,4,Hoffenheim,Freiburg,2.60025,2.694,0.3544,0.2444,0.4012,Bundesliga,19,11,7,5,12,6,16.375,9.8421
17800,1557581,130,136,2022-05-02 18:30:00,3,2021,3,1,Borussia M.Gladbach,RasenBallsport Leipzig,1.57029,1.22604,0.4509,0.2797,0.2694,Bundesliga,9,12,6,7,5,11,9.8684,16.1053
17802,1557585,119,132,2022-05-02 18:30:00,3,2021,2,0,Bayer Leverkusen,Eintracht Frankfurt,2.17544,0.349041,0.8624,0.1097,0.0279,Bundesliga,11,9,3,4,7,3,15.3929,21.4667
17805,1557591,268,262,2022-05-06 18:30:00,3,2021,2,1,Bochum,Arminia Bielefeld,2.68894,0.845303,0.8145,0.1258,0.0597,Bundesliga,17,14,9,4,10,6,33.0,9.4737
17804,1557589,267,129,2022-05-07 13:30:00,3,2021,1,3,Greuther Fuerth,Borussia Dortmund,1.22647,1.12743,0.3845,0.3239,0.2916,Bundesliga,8,8,3,4,3,5,15.4706,15.7083
17806,1557593,134,131,2022-05-07 13:30:00,3,2021,0,1,FC Cologne,Wolfsburg,0.975489,1.14328,0.2772,0.3027,0.4201,Bundesliga,18,5,9,3,16,3,16.6667,9.2
17808,1557597,120,119,2022-05-07 13:30:00,3,2021,2,4,Hoffenheim,Bayer Leverkusen,2.09206,3.9336,0.0603,0.1305,0.8092,Bundesliga,12,16,5,8,7,15,10.7,9.7241
17809,1557599,135,240,2022-05-07 13:30:00,3,2021,1,4,Freiburg,Union Berlin,1.64859,2.40109,0.1935,0.2362,0.5703,Bundesliga,19,13,3,5,8,2,19.125,7.4167
17807,1557595,122,125,2022-05-07 16:30:00,3,2021,1,2,Hertha Berlin,Mainz 05,1.11131,0.756414,0.478,0.3224,0.1996,Bundesliga,10,11,1,5,4,12,7.8947,12.2667
17810,1557601,132,130,2022-05-08 13:30:00,3,2021,1,1,Eintracht Frankfurt,Borussia M.Gladbach,0.808226,2.02639,0.1035,0.1902,0.7063,Bundesliga,18,12,4,7,3,7,18.1053,21.1579
17812,1557605,117,133,2022-05-08 15:30:00,3,2021,2,2,Bayern Munich,VfB Stuttgart,2.77465,1.95837,0.578,0.2117,0.2103,Bundesliga,22,15,7,5,17,1,27.1765,5.3333
17811,1557603,136,121,2022-05-08 17:30:00,3,2021,4,0,RasenBallsport Leipzig,Augsburg,3.4379,0.173579,0.9812,0.0174,0.0014,Bundesliga,14,6,8,1,11,2,23.55,15.5882
17813,1557607,262,136,2022-05-14 13:30:00,3,2021,1,1,Arminia Bielefeld,RasenBallsport Leipzig,1.66972,3.45794,0.0668,0.1379,0.7953,Bundesliga,9,20,3,10,4,14,19.4,22.2353
17814,1557609,121,267,2022-05-14 13:30:00,3,2021,2,1,Augsburg,Greuther Fuerth,1.17202,0.337532,0.6631,0.2648,0.0721,Bundesliga,8,7,3,4,4,2,6.5152,6.2121
17815,1557611,125,132,2022-05-14 13:30:00,3,2021,2,2,Mainz 05,Eintracht Frankfurt,0.850382,1.70213,0.1379,0.2384,0.6237,Bundesliga,13,12,5,4,5,4,10.9583,10.8077
17816,1557613,133,134,2022-05-14 13:30:00,3,2021,2,1,VfB Stuttgart,FC Cologne,3.83676,1.11893,0.92,0.0593,0.0207,Bundesliga,24,13,12,2,7,6,8.5714,10.6071
17817,1557615,130,120,2022-05-14 13:30:00,3,2021,5,1,Borussia M.Gladbach,Hoffenheim,3.82831,1.92751,0.7873,0.1278,0.0849,Bundesliga,18,10,9,2,8,6,18.5455,28.2727
17818,1557617,240,268,2022-05-14 13:30:00,3,2021,3,2,Union Berlin,Bochum,3.37468,0.391265,0.961,0.0328,0.0062,Bundesliga,16,5,11,3,10,4,7.3929,18.7222
17819,1557619,119,135,2022-05-14 13:30:00,3,2021,2,1,Bayer Leverkusen,Freiburg,1.82142,1.1463,0.5442,0.2538,0.202,Bundesliga,11,13,4,2,4,9,11.4231,14.5714
17820,1557621,131,117,2022-05-14 13:30:00,3,2021,2,2,Wolfsburg,Bayern Munich,1.14112,2.07091,0.1721,0.2337,0.5942,Bundesliga,9,26,2,8,4,20,6.4063,21.8421
17821,1557623,129,122,2022-05-14 13:30:00,3,2021,2,1,Borussia Dortmund,Hertha Berlin,1.32689,0.876533,0.4537,0.4024,0.1439,Bundesliga,8,4,2,1,5,1,26.9375,4.8571
19342,1643039,132,117,2022-08-05 18:30:00,3,2022,1,6,Eintracht Frankfurt,Bayern Munich,0.756176,4.56023,0.0045,0.0183,0.9772,Bundesliga,8,23,2,10,3,12,8.1739,31.8462
19343,1643041,240,122,2022-08-06 13:30:00,3,2022,3,1,Union Berlin,Hertha Berlin,1.18263,0.350984,0.5999,0.2969,0.1032,Bundesliga,19,7,8,3,10,1,15.8333,5.9744
19344,1643043,130,120,2022-08-06 13:30:00,3,2022,3,1,Borussia M.Gladbach,Hoffenheim,2.07456,0.119138,0.8794,0.1091,0.0115,Bundesliga,18,2,7,1,21,3,18.8,9.9615
19345,1643044,131,123,2022-08-06 13:30:00,3,2022,2,2,Wolfsburg,Werder Bremen,0.954909,1.04228,0.2881,0.3422,0.3697,Bundesliga,11,10,3,4,6,9,8.9706,4.3243
19346,1643045,268,125,2022-08-06 13:30:00,3,2022,1,2,Bochum,Mainz 05,0.818183,1.59439,0.1666,0.2539,0.5795,Bundesliga,15,13,3,6,3,3,16.619,6.84
19347,1643046,121,135,2022-08-06 13:30:00,3,2022,0,4,Augsburg,Freiburg,0.585905,1.54255,0.1259,0.2466,0.6275,Bundesliga,11,19,2,7,6,6,9.9167,6.6667
19348,1643040,129,119,2022-08-06 16:30:00,3,2022,1,0,Borussia Dortmund,Bayer Leverkusen,2.38349,1.23566,0.6828,0.2169,0.1003,Bundesliga,15,8,4,3,8,2,9.0,9.1
19349,1643047,133,136,2022-08-07 13:30:00,3,2022,1,1,VfB Stuttgart,RasenBallsport Leipzig,0.565488,2.13153,0.0604,0.1571,0.7825,Bundesliga,11,27,2,9,8,14,5.3929,14.0
19350,1643042,134,124,2022-08-07 15:30:00,3,2022,3,1,FC Cologne,Schalke 04,4.42242,0.227735,0.9937,0.0056,0.0007,Bundesliga,32,5,12,2,11,2,21.6667,4.3333
19351,1643051,135,129,2022-08-12 18:30:00,3,2022,1,3,Freiburg,Borussia Dortmund,1.0831,0.781529,0.4261,0.3243,0.2496,Bundesliga,16,13,7,6,5,8,8.0,11.3929
19352,1643049,119,121,2022-08-13 13:30:00,3,2022,1,2,Bayer Leverkusen,Augsburg,2.7843,0.749163,0.8356,0.123,0.0414,Bundesliga,24,6,10,4,16,5,10.1481,3.6522
19353,1643050,136,134,2022-08-13 13:30:00,3,2022,2,2,RasenBallsport Leipzig,FC Cologne,1.17885,1.51583,0.261,0.2954,0.4436,Bundesliga,9,13,5,4,3,8,8.4194,13.9375
19354,1643056,123,133,2022-08-13 13:30:00,3,2022,2,2,Werder Bremen,VfB Stuttgart,0.704357,1.31637,0.1637,0.2982,0.5381,Bundesliga,5,14,3,7,5,5,17.1,10.6522
19355,1643053,120,268,2022-08-13 13:30:00,3,2022,3,2,Hoffenheim,Bochum,2.3761,1.47438,0.6027,0.2337,0.1636,Bundesliga,23,11,12,5,12,8,20.75,9.3333
19356,1643054,122,132,2022-08-13 13:30:00,3,2022,1,1,Hertha Berlin,Eintracht Frankfurt,2.06497,1.20421,0.5992,0.227,0.1738,Bundesliga,12,11,5,1,6,4,5.6,21.1429
19357,1643055,124,130,2022-08-13 16:30:00,3,2022,2,2,Schalke 04,Borussia M.Gladbach,1.69324,1.41135,0.4403,0.2807,0.279,Bundesliga,12,14,4,8,9,6,16.25,17.1304
19358,1643052,125,240,2022-08-14 13:30:00,3,2022,0,0,Mainz 05,Union Berlin,0.648549,0.301432,0.3968,0.451,0.1522,Bundesliga,11,10,5,2,7,4,12.7895,10.9524
19359,1643048,117,131,2022-08-14 15:30:00,3,2022,2,0,Bayern Munich,Wolfsburg,1.4017,0.443318,0.6316,0.2627,0.1057,Bundesliga,24,8,8,2,11,4,13.3704,9.2143
19360,1643060,130,122,2022-08-19 18:30:00,3,2022,1,0,Borussia M.Gladbach,Hertha Berlin,2.26575,0.967668,0.73,0.1772,0.0928,Bundesliga,11,17,6,4,10,4,18.6842,9.7
19361,1643062,131,124,2022-08-20 13:30:00,3,2022,0,0,Wolfsburg,Schalke 04,1.20648,1.03296,0.3738,0.3272,0.299,Bundesliga,18,10,6,2,11,1,16.0952,6.2941
19362,1643064,121,125,2022-08-20 13:30:00,3,2022,1,2,Augsburg,Mainz 05,0.306368,2.04608,0.024,0.1138,0.8622,Bundesliga,7,13,2,6,3,7,7.5,10.3158
19363,1643065,133,135,2022-08-20 13:30:00,3,2022,0,1,VfB Stuttgart,Freiburg,0.766656,0.903953,0.2681,0.3476,0.3843,Bundesliga,17,9,4,3,14,2,18.1579,14.2667
19364,1643057,129,123,2022-08-20 13:30:00,3,2022,2,3,Borussia Dortmund,Werder Bremen,0.625547,1.20064,0.1825,0.3142,0.5033,Bundesliga,6,14,4,7,6,9,10.625,8.4583
19365,1643058,119,120,2022-08-20 13:30:00,3,2022,0,3,Bayer Leverkusen,Hoffenheim,1.10143,1.30099,0.2906,0.2946,0.4148,Bundesliga,14,10,3,5,7,11,11.1667,6.7813
19366,1643059,240,136,2022-08-20 16:30:00,3,2022,2,1,Union Berlin,RasenBallsport Leipzig,0.642263,0.958767,0.2316,0.341,0.4274,Bundesliga,7,16,3,2,3,8,5.4286,24.15
19367,1643061,132,134,2022-08-21 13:30:00,3,2022,1,1,Eintracht Frankfurt,FC Cologne,0.54009,0.236472,0.3533,0.5192,0.1275,Bundesliga,9,5,3,2,11,2,8.84,6.7143
19368,1643063,268,117,2022-08-21 15:30:00,3,2022,0,7,Bochum,Bayern Munich,0.747624,3.98121,0.0093,0.033,0.9577,Bundesliga,13,22,7,12,5,17,7.1579,17.2222
19369,1643068,135,268,2022-08-26 18:30:00,3,2022,1,0,Freiburg,Bochum,4.40931,1.13013,0.959,0.032,0.009,Bundesliga,29,15,12,5,9,5,7.9,8.125
19370,1643067,136,131,2022-08-27 13:30:00,3,2022,2,0,RasenBallsport Leipzig,Wolfsburg,3.79244,0.520425,0.9696,0.0258,0.0046,Bundesliga,16,9,7,4,5,5,7.2143,13.5652
19371,1643070,125,119,2022-08-27 13:30:00,3,2022,0,3,Mainz 05,Bayer Leverkusen,1.62032,1.40426,0.4137,0.2775,0.3088,Bundesliga,18,8,3,5,7,5,22.2667,18.25
19372,1643071,120,121,2022-08-27 13:30:00,3,2022,1,0,Hoffenheim,Augsburg,2.00234,0.458737,0.7803,0.164,0.0557,Bundesliga,21,11,5,1,5,4,10.7619,8.0
19373,1643072,122,129,2022-08-27 13:30:00,3,2022,0,1,Hertha Berlin,Borussia Dortmund,0.353045,2.97427,0.0149,0.0625,0.9226,Bundesliga,13,21,3,7,3,11,7.0714,29.25
19374,1643073,124,240,2022-08-27 13:30:00,3,2022,1,6,Schalke 04,Union Berlin,1.86616,1.0651,0.5948,0.2333,0.1719,Bundesliga,16,12,7,7,3,7,20.8,13.7692
19375,1643066,117,130,2022-08-27 16:30:00,3,2022,1,1,Bayern Munich,Borussia M.Gladbach,3.17378,0.548057,0.9255,0.0592,0.0153,Bundesliga,33,5,20,3,23,1,31.5556,6.04
19376,1643069,134,133,2022-08-28 13:30:00,3,2022,0,0,FC Cologne,VfB Stuttgart,0.385951,1.96538,0.0425,0.1519,0.8056,Bundesliga,7,14,2,5,6,3,18.6429,7.1053
19377,1643074,123,132,2022-08-28 15:30:00,3,2022,3,4,Werder Bremen,Eintracht Frankfurt,1.88918,1.87305,0.3719,0.2685,0.3596,Bundesliga,10,10,4,7,7,5,9.3793,8.1818
19378,1643075,129,120,2022-09-02 18:30:00,3,2022,1,0,Borussia Dortmund,Hoffenheim,2.521,0.360446,0.8936,0.087,0.0194,Bundesliga,15,7,5,2,10,1,8.4286,14.5263
19379,1643076,119,135,2022-09-03 13:30:00,3,2022,2,3,Bayer Leverkusen,Freiburg,1.79727,2.35383,0.2025,0.2735,0.524,Bundesliga,15,6,6,4,7,3,9.24,16.8235
19380,1643077,240,117,2022-09-03 13:30:00,3,2022,1,1,Union Berlin,Bayern Munich,0.443137,1.38204,0.0985,0.2743,0.6272,Bundesliga,7,21,2,6,1,17,5.625,18.4762
19381,1643083,133,124,2022-09-03 13:30:00,3,2022,1,1,VfB Stuttgart,Schalke 04,0.706188,2.10477,0.0789,0.1754,0.7457,Bundesliga,13,12,3,3,8,9,6.5,11.7273
19382,1643080,131,134,2022-09-03 13:30:00,3,2022,2,4,Wolfsburg,FC Cologne,0.96728,3.08366,0.0456,0.1069,0.8475,Bundesliga,9,18,3,5,6,10,10.6471,10.9524
19383,1643081,268,123,2022-09-03 13:30:00,3,2022,0,2,Bochum,Werder Bremen,1.22972,1.9903,0.189,0.2392,0.5718,Bundesliga,20,16,6,7,6,8,12.4615,6.5
19384,1643079,132,136,2022-09-03 16:30:00,3,2022,4,0,Eintracht Frankfurt,RasenBallsport Leipzig,3.62625,0.220403,0.9878,0.011,0.0012,Bundesliga,14,4,9,0,4,4,9.24,11.0968
19385,1643082,121,122,2022-09-04 13:30:00,3,2022,0,2,Augsburg,Hertha Berlin,0.311026,2.87153,0.0062,0.0407,0.9531,Bundesliga,7,15,1,6,5,6,6.5517,13.1875
19386,1643078,130,125,2022-09-04 15:30:00,3,2022,0,1,Borussia M.Gladbach,Mainz 05,1.70822,0.630863,0.6861,0.2133,0.1006,Bundesliga,14,11,2,5,6,6,10.4,18.4545
19387,1643092,123,121,2022-09-09 18:30:00,3,2022,0,1,Werder Bremen,Augsburg,1.83702,1.7824,0.3673,0.2856,0.3471,Bundesliga,12,15,7,6,10,2,14.1429,4.6842
19388,1643084,117,133,2022-09-10 13:30:00,3,2022,2,2,Bayern Munich,VfB Stuttgart,2.2976,1.18754,0.6479,0.2219,0.1302,Bundesliga,19,7,6,3,11,4,20.8889,4.4571
19389,1643085,136,129,2022-09-10 13:30:00,3,2022,3,0,RasenBallsport Leipzig,Borussia Dortmund,1.70495,0.334567,0.7653,0.1846,0.0501,Bundesliga,15,5,5,0,8,4,8.0,9.1613
19390,1643088,120,125,2022-09-10 13:30:00,3,2022,4,1,Hoffenheim,Mainz 05,4.64891,1.08619,0.9575,0.0329,0.0096,Bundesliga,21,9,9,2,15,8,21.1875,8.4737
19391,1643089,132,131,2022-09-10 13:30:00,3,2022,0,1,Eintracht Frankfurt,Wolfsburg,0.453438,0.969737,0.1536,0.3434,0.503,Bundesliga,10,7,0,3,4,3,19.1765,9.4737
19392,1643090,122,119,2022-09-10 13:30:00,3,2022,2,2,Hertha Berlin,Bayer Leverkusen,2.35137,1.76829,0.5293,0.2291,0.2416,Bundesliga,17,11,6,5,7,7,8.4286,11.5652
19393,1643091,124,268,2022-09-10 16:30:00,3,2022,3,1,Schalke 04,Bochum,1.4133,1.31293,0.3834,0.2777,0.3389,Bundesliga,20,10,8,2,10,6,9.1053,9.9048
19394,1643087,134,240,2022-09-11 13:30:00,3,2022,0,1,FC Cologne,Union Berlin,0.878517,1.51157,0.1694,0.2882,0.5424,Bundesliga,8,12,3,3,8,4,18.2,8.8571
19395,1643086,135,130,2022-09-11 15:30:00,3,2022,0,0,Freiburg,Borussia M.Gladbach,0.991055,1.37892,0.2409,0.2881,0.471,Bundesliga,12,14,7,5,9,4,13.2667,12.0968
19396,1643096,125,122,2022-09-16 18:30:00,3,2022,1,1,Mainz 05,Hertha Berlin,0.38983,0.437555,0.2205,0.5066,0.2729,Bundesliga,10,4,2,2,7,6,9.5417,6.1923
19397,1643093,129,124,2022-09-17 13:30:00,3,2022,1,0,Borussia Dortmund,Schalke 04,2.5349,0.0971459,0.9424,0.0545,0.0031,Bundesliga,16,3,5,0,8,2,15.8235,5.68
19398,1643094,119,123,2022-09-17 13:30:00,3,2022,1,1,Bayer Leverkusen,Werder Bremen,1.82302,2.02218,0.3368,0.2392,0.424,Bundesliga,19,19,7,7,15,6,11.087,16.9286
19399,1643108,121,117,2022-09-17 13:30:00,3,2022,1,0,Augsburg,Bayern Munich,2.20918,1.82063,0.4862,0.2262,0.2876,Bundesliga,11,19,4,6,9,21,5.9,11.6129
19400,1643110,133,132,2022-09-17 13:30:00,3,2022,1,3,VfB Stuttgart,Eintracht Frankfurt,0.773751,1.49027,0.1684,0.2658,0.5658,Bundesliga,15,13,2,8,7,4,20.1429,7.2424
19401,1643098,130,136,2022-09-17 16:30:00,3,2022,3,0,Borussia M.Gladbach,RasenBallsport Leipzig,2.97746,1.25609,0.7545,0.1462,0.0993,Bundesliga,21,12,10,5,8,5,8.3235,13.3478
19402,1643095,240,131,2022-09-18 13:30:00,3,2022,2,0,Union Berlin,Wolfsburg,1.07406,0.218049,0.6003,0.326,0.0737,Bundesliga,16,5,4,0,3,0,24.3636,12.3704
19403,1643106,268,134,2022-09-18 15:30:00,3,2022,1,1,Bochum,FC Cologne,0.292667,1.8077,0.0407,0.1716,0.7877,Bundesliga,7,18,0,3,2,6,6.8095,26.5
19404,1643097,120,135,2022-09-18 17:30:00,3,2022,0,0,Hoffenheim,Freiburg,0.74318,0.6761,0.3283,0.3846,0.2871,Bundesliga,10,14,3,4,7,9,10.92,12.5
19405,1643112,117,119,2022-09-30 18:30:00,3,2022,4,0,Bayern Munich,Bayer Leverkusen,2.13413,0.940717,0.6716,0.2046,0.1238,Bundesliga,20,10,9,5,19,2,41.0,11.4545
19406,1643114,136,268,2022-10-01 13:30:00,3,2022,4,0,RasenBallsport Leipzig,Bochum,4.21544,0.146803,0.9958,0.004,0.0002,Bundesliga,17,2,9,1,12,1,31.6875,11.25
19407,1643116,135,125,2022-10-01 13:30:00,3,2022,2,1,Freiburg,Mainz 05,1.97161,1.84485,0.4003,0.2803,0.3194,Bundesliga,13,15,6,7,9,10,11.0833,9.0435
19408,1643118,134,129,2022-10-01 13:30:00,3,2022,3,2,FC Cologne,Borussia Dortmund,2.1489,2.46961,0.3333,0.2059,0.4608,Bundesliga,21,22,10,8,7,10,9.2609,8.6364
19409,1643120,132,240,2022-10-01 13:30:00,3,2022,2,0,Eintracht Frankfurt,Union Berlin,1.18241,0.767128,0.4621,0.3223,0.2156,Bundesliga,13,16,4,5,6,8,10.5172,26.5
19410,1643122,131,133,2022-10-01 13:30:00,3,2022,3,2,Wolfsburg,VfB Stuttgart,1.75417,2.34936,0.2297,0.2431,0.5272,Bundesliga,19,14,6,7,8,6,13.4,9.9474
19413,1643128,123,130,2022-10-01 16:30:00,3,2022,5,1,Werder Bremen,Borussia M.Gladbach,3.34501,2.27257,0.6382,0.1785,0.1833,Bundesliga,14,13,8,8,7,5,14.35,11.0968
19411,1643124,122,120,2022-10-02 13:30:00,3,2022,1,1,Hertha Berlin,Hoffenheim,0.958712,1.60101,0.1953,0.2682,0.5365,Bundesliga,14,16,5,4,2,6,9.45,15.3158
19412,1643126,124,121,2022-10-02 15:30:00,3,2022,2,3,Schalke 04,Augsburg,2.0592,1.48391,0.524,0.2515,0.2245,Bundesliga,16,12,6,6,8,3,9.7647,8.1333
19417,1643136,120,123,2022-10-07 18:30:00,3,2022,1,2,Hoffenheim,Werder Bremen,1.30088,1.43801,0.3032,0.3038,0.393,Bundesliga,17,8,6,3,8,8,9.0833,13.5882
19415,1643132,119,124,2022-10-08 13:30:00,3,2022,4,0,Bayer Leverkusen,Schalke 04,2.06947,0.139609,0.8871,0.1009,0.012,Bundesliga,13,2,7,1,10,2,11.2941,10.5455
19416,1643134,125,136,2022-10-08 13:30:00,3,2022,1,1,Mainz 05,RasenBallsport Leipzig,0.649518,1.4696,0.1333,0.2592,0.6075,Bundesliga,9,13,3,3,4,10,10.5,15.0417
19419,1643140,268,132,2022-10-08 13:30:00,3,2022,3,0,Bochum,Eintracht Frankfurt,0.649959,0.78428,0.2598,0.3768,0.3634,Bundesliga,11,12,5,2,3,9,8.2632,8.2692
19420,1643142,121,131,2022-10-08 13:30:00,3,2022,1,1,Augsburg,Wolfsburg,2.01628,2.30655,0.2955,0.2622,0.4423,Bundesliga,16,11,5,7,7,5,10.4167,7.8
19414,1643130,129,117,2022-10-08 16:30:00,3,2022,2,2,Borussia Dortmund,Bayern Munich,1.42928,1.22934,0.4028,0.287,0.3102,Bundesliga,12,9,6,3,8,6,8.8667,15.8261
19418,1643138,130,134,2022-10-09 13:30:00,3,2022,5,2,Borussia M.Gladbach,FC Cologne,2.72658,1.45617,0.7125,0.2007,0.0868,Bundesliga,14,5,6,3,12,3,18.8636,16.0833
19422,1643146,122,135,2022-10-09 15:30:00,3,2022,2,2,Hertha Berlin,Freiburg,1.25889,1.75899,0.2221,0.2835,0.4944,Bundesliga,13,9,3,4,4,6,6.6923,9.8621
19421,1643144,133,240,2022-10-09 17:30:00,3,2022,0,1,VfB Stuttgart,Union Berlin,1.09713,0.73441,0.4422,0.3368,0.221,Bundesliga,9,7,3,4,1,9,19.7143,14.5
19430,1643162,124,120,2022-10-14 18:30:00,3,2022,0,3,Schalke 04,Hoffenheim,0.697562,3.51699,0.0146,0.0497,0.9357,Bundesliga,15,17,2,7,4,9,19.9091,7.4138
19427,1643156,132,119,2022-10-15 13:30:00,3,2022,5,1,Eintracht Frankfurt,Bayer Leverkusen,4.35761,0.503272,0.9842,0.0129,0.0029,Bundesliga,19,5,10,2,5,4,39.875,16.6364
19428,1643158,131,130,2022-10-15 13:30:00,3,2022,2,2,Wolfsburg,Borussia M.Gladbach,1.74427,0.895157,0.5922,0.2499,0.1579,Bundesliga,16,9,4,5,12,3,16.8889,13.3889
19429,1643160,133,268,2022-10-15 13:30:00,3,2022,4,1,VfB Stuttgart,Bochum,2.40775,1.52762,0.591,0.2178,0.1912,Bundesliga,17,14,7,5,8,11,7.92,14.0
19431,1643164,123,125,2022-10-15 13:30:00,3,2022,0,2,Werder Bremen,Mainz 05,1.20268,1.10835,0.3787,0.292,0.3293,Bundesliga,14,11,3,5,12,9,24.1667,9.7143
19424,1643150,136,122,2022-10-15 16:30:00,3,2022,3,2,RasenBallsport Leipzig,Hertha Berlin,3.30191,2.42152,0.6081,0.2264,0.1655,Bundesliga,15,15,5,6,13,3,18.7333,6.5357
19426,1643154,134,121,2022-10-16 13:30:00,3,2022,3,2,FC Cologne,Augsburg,1.54576,0.207517,0.7682,0.1978,0.034,Bundesliga,15,5,6,2,4,4,10.2105,6.6875
19425,1643152,240,129,2022-10-16 15:30:00,3,2022,2,0,Union Berlin,Borussia Dortmund,1.47199,0.797656,0.5619,0.2727,0.1654,Bundesliga,15,14,5,6,4,8,6.9286,27.5
19423,1643148,117,135,2022-10-16 17:30:00,3,2022,5,0,Bayern Munich,Freiburg,2.07998,0.328313,0.8215,0.1441,0.0344,Bundesliga,17,6,8,0,16,4,16.9565,14.5
19435,1643172,125,134,2022-10-21 18:30:00,3,2022,5,0,Mainz 05,FC Cologne,2.21787,0.930558,0.7185,0.1904,0.0911,Bundesliga,16,6,7,2,3,3,15.4,10.6667
19432,1643166,129,133,2022-10-22 13:30:00,3,2022,5,0,Borussia Dortmund,VfB Stuttgart,2.63936,0.989781,0.7883,0.1455,0.0662,Bundesliga,18,10,10,1,15,9,20.0588,9.16
19433,1643168,119,131,2022-10-22 13:30:00,3,2022,2,2,Bayer Leverkusen,Wolfsburg,2.36747,1.15093,0.7435,0.1851,0.0714,Bundesliga,13,9,5,1,6,4,14.7368,12.4
19434,1643170,135,123,2022-10-22 13:30:00,3,2022,2,0,Freiburg,Werder Bremen,3.33695,0.393506,0.9485,0.0421,0.0094,Bundesliga,25,10,7,1,9,2,8.1364,8.7647
19436,1643174,120,117,2022-10-22 13:30:00,3,2022,0,2,Hoffenheim,Bayern Munich,0.766181,3.12799,0.0267,0.0794,0.8939,Bundesliga,7,21,3,10,3,13,8.65,10.8846
19439,1643180,121,136,2022-10-22 13:30:00,3,2022,3,3,Augsburg,RasenBallsport Leipzig,1.91261,2.38989,0.2612,0.2495,0.4893,Bundesliga,9,18,3,7,6,13,8.7778,13.0952
19437,1643176,130,132,2022-10-22 16:30:00,3,2022,1,3,Borussia M.Gladbach,Eintracht Frankfurt,1.36544,1.80175,0.2559,0.267,0.4771,Bundesliga,7,15,3,5,5,5,9.9,11.3158
19438,1643178,268,240,2022-10-23 13:30:00,3,2022,2,1,Bochum,Union Berlin,1.11544,1.00303,0.3531,0.3557,0.2912,Bundesliga,8,8,5,3,9,4,12.0667,10.0952
