id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
12542,1388303,132,134,2019-12-18 19:30:00,3,2019,2,4,Eintracht Frankfurt,FC Cologne,1.25773,2.13045,0.183,0.2121,0.6049,Bundesliga,17,21,6,9,6,6,6.9583,12.8333
12544,1388309,135,117,2019-12-18 19:30:00,3,2019,1,3,Freiburg,Bayern Munich,2.13825,4.41404,0.0813,0.1066,0.8121,Bundesliga,15,22,5,10,8,15,5.9231,23.9333
12549,1388324,120,129,2019-12-20 19:30:00,3,2019,2,1,Hoffenheim,Borussia Dortmund,1.33628,2.04502,0.184,0.2617,0.5543,Bundesliga,11,12,3,5,3,18,19.0526,12.24
12547,1388318,117,131,2019-12-21 14:30:00,3,2019,2,0,Bayern Munich,Wolfsburg,1.58412,0.889656,0.5512,0.2621,0.1867,Bundesliga,18,10,8,3,11,5,19.8333,7.75
12548,1388321,136,121,2019-12-21 14:30:00,3,2019,3,1,RasenBallsport Leipzig,Augsburg,3.84524,0.598351,0.9697,0.026,0.0043,Bundesliga,22,6,7,2,10,1,11.1667,4.3182
12552,1388333,125,119,2019-12-21 14:30:00,3,2019,0,1,Mainz 05,Bayer Leverkusen,2.49346,1.55537,0.601,0.2114,0.1876,Bundesliga,20,14,2,4,7,5,5.5333,14.5238
12553,1388336,124,135,2019-12-21 14:30:00,3,2019,2,2,Schalke 04,Freiburg,1.70201,2.56208,0.1714,0.227,0.6016,Bundesliga,20,19,6,7,9,3,12.5,8.5789
12554,1388339,134,123,2019-12-21 14:30:00,3,2019,1,0,FC Cologne,Werder Bremen,1.03002,0.229787,0.623,0.3159,0.0611,Bundesliga,7,6,1,1,6,3,7.9706,6.9259
12551,1388330,122,130,2019-12-21 17:30:00,3,2019,0,0,Hertha Berlin,Borussia M.Gladbach,0.804328,0.633262,0.401,0.3709,0.2281,Bundesliga,7,11,0,5,2,8,10.0,19.0625
12550,1388327,233,240,2019-12-22 14:30:00,3,2019,2,1,Fortuna Duesseldorf,Union Berlin,1.17089,1.9614,0.1773,0.2261,0.5966,Bundesliga,22,17,8,6,7,6,10.0909,16.5625
12555,1388342,205,132,2019-12-22 17:00:00,3,2019,2,1,Paderborn,Eintracht Frankfurt,1.8362,1.81533,0.3789,0.2581,0.363,Bundesliga,19,20,5,5,6,7,8.5217,19.2
12561,1388360,124,130,2020-01-17 19:30:00,3,2019,2,0,Schalke 04,Borussia M.Gladbach,2.05715,0.838626,0.6904,0.2009,0.1087,Bundesliga,15,14,7,5,4,3,5.7586,6.5882
12557,1388348,120,132,2020-01-18 14:30:00,3,2019,1,2,Hoffenheim,Eintracht Frankfurt,1.00395,1.83811,0.1618,0.2436,0.5946,Bundesliga,12,13,5,3,6,4,13.3,7.9048
12558,1388351,233,123,2020-01-18 14:30:00,3,2019,0,1,Fortuna Duesseldorf,Werder Bremen,1.0094,0.669177,0.4321,0.3347,0.2332,Bundesliga,18,13,2,4,6,6,9.5652,7.2903
12560,1388357,125,135,2020-01-18 14:30:00,3,2019,1,2,Mainz 05,Freiburg,1.62715,2.11329,0.2684,0.2324,0.4992,Bundesliga,24,13,8,5,5,4,10.8182,7.8261
12562,1388363,121,129,2020-01-18 14:30:00,3,2019,3,5,Augsburg,Borussia Dortmund,1.80963,3.75099,0.0518,0.1216,0.8266,Bundesliga,13,17,5,8,6,11,9.1,24.6364
12563,1388366,134,131,2020-01-18 14:30:00,3,2019,3,1,FC Cologne,Wolfsburg,1.52546,1.73137,0.3289,0.261,0.4101,Bundesliga,12,18,7,8,5,5,5.5588,8.2083
12556,1388345,136,240,2020-01-18 17:30:00,3,2019,3,1,RasenBallsport Leipzig,Union Berlin,1.34573,1.02267,0.4417,0.2889,0.2694,Bundesliga,19,14,8,4,12,5,13.8077,8.8235
12559,1388354,122,117,2020-01-19 14:30:00,3,2019,0,4,Hertha Berlin,Bayern Munich,0.82925,2.96455,0.0311,0.1012,0.8677,Bundesliga,7,20,1,11,3,12,4.5435,25.5294
12564,1388369,205,119,2020-01-19 17:00:00,3,2019,1,4,Paderborn,Bayer Leverkusen,1.3828,2.17277,0.1923,0.2366,0.5711,Bundesliga,13,12,7,6,2,6,8.0,12.8611
12566,1388375,129,134,2020-01-24 19:30:00,3,2019,5,1,Borussia Dortmund,FC Cologne,3.14965,0.860519,0.8772,0.0911,0.0317,Bundesliga,14,11,9,5,12,5,21.9524,19.75
12568,1388381,130,125,2020-01-25 14:30:00,3,2019,3,1,Borussia M.Gladbach,Mainz 05,2.997,0.889986,0.8485,0.1038,0.0477,Bundesliga,15,13,5,9,14,4,15.1739,5.6667
12569,1388384,131,122,2020-01-25 14:30:00,3,2019,1,2,Wolfsburg,Hertha Berlin,1.14053,1.71603,0.2138,0.2531,0.5331,Bundesliga,20,9,7,4,13,4,22.8462,7.8846
12570,1388387,132,136,2020-01-25 14:30:00,3,2019,2,0,Eintracht Frankfurt,RasenBallsport Leipzig,1.30274,1.42745,0.3316,0.2842,0.3842,Bundesliga,7,23,5,4,2,8,10.2857,11.5714
12572,1388393,135,205,2020-01-25 14:30:00,3,2019,0,2,Freiburg,Paderborn,1.99439,1.79606,0.413,0.2535,0.3335,Bundesliga,19,17,5,3,7,2,14.3333,6.0
12573,1388396,240,121,2020-01-25 14:30:00,3,2019,2,0,Union Berlin,Augsburg,1.19907,2.47924,0.111,0.173,0.716,Bundesliga,12,24,3,7,3,3,10.6875,10.3636
12565,1388372,117,124,2020-01-25 17:30:00,3,2019,5,0,Bayern Munich,Schalke 04,3.90217,0.401432,0.9748,0.0217,0.0035,Bundesliga,24,7,14,1,10,2,35.6154,8.4286
12571,1388390,123,120,2020-01-26 14:30:00,3,2019,0,3,Werder Bremen,Hoffenheim,0.908592,1.16702,0.2763,0.3023,0.4214,Bundesliga,16,11,3,5,7,5,12.0476,8.5161
12567,1388378,119,233,2020-01-26 17:00:00,3,2019,3,0,Bayer Leverkusen,Fortuna Duesseldorf,4.50128,0.710981,0.9707,0.0235,0.0058,Bundesliga,27,12,11,3,13,4,14.5,6.5909
12578,1388411,122,124,2020-01-31 19:30:00,3,2019,0,0,Hertha Berlin,Schalke 04,0.417351,1.11364,0.1219,0.3047,0.5734,Bundesliga,9,13,0,5,2,6,7.1154,17.2105
12574,1388399,129,240,2020-02-01 14:30:00,3,2019,5,0,Borussia Dortmund,Union Berlin,3.29375,0.560146,0.949,0.0424,0.0086,Bundesliga,13,5,7,0,7,0,19.6071,14.625
12576,1388405,120,119,2020-02-01 14:30:00,3,2019,2,1,Hoffenheim,Bayer Leverkusen,2.58436,3.11718,0.2791,0.2149,0.506,Bundesliga,14,22,6,11,7,12,5.28,11.4444
12577,1388408,233,132,2020-02-01 14:30:00,3,2019,1,1,Fortuna Duesseldorf,Eintracht Frankfurt,0.245794,1.34897,0.0489,0.2253,0.7258,Bundesliga,8,6,1,4,1,6,15.1111,13.1579
12579,1388414,125,117,2020-02-01 14:30:00,3,2019,1,3,Mainz 05,Bayern Munich,0.332903,2.03579,0.0393,0.1527,0.808,Bundesliga,8,13,3,5,3,9,6.8571,19.125
12580,1388427,121,123,2020-02-01 14:30:00,3,2019,2,1,Augsburg,Werder Bremen,1.21583,0.630423,0.5131,0.3064,0.1805,Bundesliga,15,7,4,1,4,2,11.4211,11.8421
12575,1388402,136,130,2020-02-01 17:30:00,3,2019,2,2,RasenBallsport Leipzig,Borussia M.Gladbach,1.29026,0.973355,0.4423,0.2894,0.2683,Bundesliga,19,7,9,4,13,4,16.1364,8.1667
12581,1388428,134,135,2020-02-02 14:30:00,3,2019,4,0,FC Cologne,Freiburg,4.10075,0.502678,0.9742,0.0216,0.0042,Bundesliga,24,9,9,2,7,2,13.7692,9.3704
12582,1388429,205,131,2020-02-02 17:00:00,3,2019,2,4,Paderborn,Wolfsburg,1.20103,1.8251,0.2051,0.2566,0.5383,Bundesliga,10,9,7,5,4,8,6.4839,8.2222
12587,1388251,132,121,2020-02-07 19:30:00,3,2019,5,0,Eintracht Frankfurt,Augsburg,2.05219,1.00749,0.6512,0.2283,0.1205,Bundesliga,13,8,9,5,2,3,19.7059,8.04
12586,1388248,131,233,2020-02-08 14:30:00,3,2019,1,1,Wolfsburg,Fortuna Duesseldorf,1.02897,0.697949,0.4412,0.3316,0.2272,Bundesliga,12,10,5,2,1,5,11.4545,18.1875
12588,1388254,123,240,2020-02-08 14:30:00,3,2019,0,2,Werder Bremen,Union Berlin,1.24914,2.25796,0.1458,0.2108,0.6434,Bundesliga,14,11,3,5,10,3,13.4706,7.3889
12589,1388257,122,125,2020-02-08 14:30:00,3,2019,1,3,Hertha Berlin,Mainz 05,0.811018,2.85074,0.0357,0.094,0.8703,Bundesliga,13,11,3,3,7,7,16.8077,5.4815
12590,1388260,135,120,2020-02-08 14:30:00,3,2019,1,0,Freiburg,Hoffenheim,2.24593,1.86364,0.4658,0.2379,0.2963,Bundesliga,12,20,6,6,8,10,14.7222,15.1875
12591,1388263,124,205,2020-02-08 14:30:00,3,2019,1,1,Schalke 04,Paderborn,1.02675,0.561041,0.4717,0.3377,0.1906,Bundesliga,15,15,4,4,15,4,14.7727,4.2857
12584,1388431,119,129,2020-02-08 17:30:00,3,2019,4,3,Bayer Leverkusen,Borussia Dortmund,1.10259,0.882241,0.4112,0.3166,0.2722,Bundesliga,8,12,5,6,4,9,10.9063,10.0
12583,1388430,117,136,2020-02-09 17:00:00,3,2019,0,0,Bayern Munich,RasenBallsport Leipzig,1.0745,1.76051,0.1816,0.251,0.5674,Bundesliga,11,9,3,1,6,5,16.1852,8.15
12592,1388266,129,132,2020-02-14 19:30:00,3,2019,4,0,Borussia Dortmund,Eintracht Frankfurt,1.77897,0.0254182,0.8834,0.1139,0.0027,Bundesliga,17,1,7,0,5,1,33.8667,10.92
12593,1388269,136,123,2020-02-15 14:30:00,3,2019,3,0,RasenBallsport Leipzig,Werder Bremen,2.22403,0.206913,0.9349,0.056,0.0091,Bundesliga,10,8,3,1,5,1,13.1852,13.32
12594,1388272,120,131,2020-02-15 14:30:00,3,2019,2,3,Hoffenheim,Wolfsburg,2.88142,3.49709,0.2714,0.2104,0.5182,Bundesliga,14,14,6,6,6,5,14.7083,9.9565
12597,1388281,121,135,2020-02-15 14:30:00,3,2019,1,1,Augsburg,Freiburg,0.666175,1.11403,0.2216,0.3265,0.4519,Bundesliga,9,20,3,5,3,8,13.125,17.68
12599,1388287,205,122,2020-02-15 14:30:00,3,2019,1,2,Paderborn,Hertha Berlin,0.920452,2.10688,0.1183,0.1909,0.6908,Bundesliga,21,16,4,6,9,3,7.6538,9.619
12600,1388290,240,119,2020-02-15 14:30:00,3,2019,2,3,Union Berlin,Bayer Leverkusen,2.02125,1.55179,0.4919,0.2437,0.2644,Bundesliga,21,13,7,5,5,7,6.55,8.075
12595,1388275,233,130,2020-02-15 17:30:00,3,2019,1,4,Fortuna Duesseldorf,Borussia M.Gladbach,0.804434,2.76945,0.0523,0.122,0.8257,Bundesliga,9,17,4,6,6,5,14.15,12.2083
12598,1388284,134,117,2020-02-16 14:30:00,3,2019,1,4,FC Cologne,Bayern Munich,2.03908,3.04216,0.1971,0.1959,0.607,Bundesliga,13,24,5,8,5,18,7.5926,14.0833
12596,1388278,125,124,2020-02-16 17:00:00,3,2019,0,0,Mainz 05,Schalke 04,1.60342,1.11629,0.4834,0.2741,0.2425,Bundesliga,15,8,5,3,8,3,4.8696,12.7391
12601,1388293,117,205,2020-02-21 19:30:00,3,2019,3,2,Bayern Munich,Paderborn,3.2444,1.47195,0.7797,0.1406,0.0797,Bundesliga,18,5,9,4,19,0,32.6667,6.7727
12603,1388299,130,120,2020-02-22 14:30:00,3,2019,1,1,Borussia M.Gladbach,Hoffenheim,2.39606,1.98292,0.4844,0.2396,0.276,Bundesliga,16,21,10,4,7,5,13.0476,14.8696
12606,1388308,123,129,2020-02-22 14:30:00,3,2019,0,2,Werder Bremen,Borussia Dortmund,0.217074,1.3554,0.0424,0.2471,0.7105,Bundesliga,8,12,2,6,2,7,15.8667,21.8696
12607,1388311,122,134,2020-02-22 14:30:00,3,2019,0,5,Hertha Berlin,FC Cologne,0.449209,2.89736,0.0208,0.0681,0.9111,Bundesliga,9,17,1,11,7,5,21.4667,4.6341
12608,1388314,135,233,2020-02-22 14:30:00,3,2019,0,2,Freiburg,Fortuna Duesseldorf,0.972649,0.873548,0.3526,0.3246,0.3228,Bundesliga,16,9,4,4,3,4,14.1364,9.6667
12609,1388317,124,136,2020-02-22 17:30:00,3,2019,0,5,Schalke 04,RasenBallsport Leipzig,0.289302,3.12937,0.0075,0.0449,0.9476,Bundesliga,3,24,2,8,2,5,9.25,5.775
12602,1388296,119,121,2020-02-23 14:30:00,3,2019,2,0,Bayer Leverkusen,Augsburg,1.16763,0.683426,0.491,0.3192,0.1898,Bundesliga,9,8,4,3,8,3,19.5667,6.1905
12604,1388302,131,125,2020-02-23 17:00:00,3,2019,4,0,Wolfsburg,Mainz 05,2.858,0.909603,0.8576,0.1024,0.04,Bundesliga,17,17,6,3,7,4,9.1071,7.2857
12605,1388305,132,240,2020-02-24 19:30:00,3,2019,1,2,Eintracht Frankfurt,Union Berlin,2.42046,1.03525,0.7417,0.1759,0.0824,Bundesliga,21,11,3,7,9,5,11.9091,3.3939
12614,1388332,233,122,2020-02-28 19:30:00,3,2019,3,3,Fortuna Duesseldorf,Hertha Berlin,1.45773,3.03938,0.0906,0.1444,0.765,Bundesliga,14,15,5,7,7,10,12.5833,12.6818
12610,1388320,129,135,2020-02-29 14:30:00,3,2019,1,0,Borussia Dortmund,Freiburg,1.60042,0.833271,0.5788,0.2516,0.1696,Bundesliga,16,13,2,4,10,3,22.4783,14.6316
12613,1388329,120,117,2020-02-29 14:30:00,3,2019,0,6,Hoffenheim,Bayern Munich,0.554679,4.77962,0.0025,0.0127,0.9848,Bundesliga,4,25,1,11,2,13,8.68,22.8824
12615,1388335,125,205,2020-02-29 14:30:00,3,2019,2,0,Mainz 05,Paderborn,0.894503,0.351719,0.5009,0.3738,0.1253,Bundesliga,8,9,3,4,2,2,6.2857,11.0
12616,1388338,121,130,2020-02-29 14:30:00,3,2019,2,3,Augsburg,Borussia M.Gladbach,1.10383,3.18339,0.0503,0.1086,0.8411,Bundesliga,8,15,3,7,4,10,12.0,17.4286
12617,1388341,134,124,2020-02-29 17:30:00,3,2019,3,0,FC Cologne,Schalke 04,1.17896,0.592026,0.512,0.3158,0.1722,Bundesliga,11,7,6,1,4,3,8.8636,11.4839
12618,1388344,240,131,2020-03-01 12:30:00,3,2019,2,2,Union Berlin,Wolfsburg,1.04208,1.95508,0.1426,0.2348,0.6226,Bundesliga,6,12,3,3,1,3,5.56,14.25
12611,1388323,136,119,2020-03-01 14:30:00,3,2019,1,1,RasenBallsport Leipzig,Bayer Leverkusen,0.934157,1.16579,0.27,0.3395,0.3905,Bundesliga,9,15,2,6,10,4,11.2381,14.6875
12627,1388371,205,134,2020-03-06 19:00:00,3,2019,1,2,Paderborn,FC Cologne,0.596262,2.68366,0.0221,0.076,0.9019,Bundesliga,16,15,2,3,5,5,6.6061,16.0625
12620,1388350,119,132,2020-03-07 14:30:00,3,2019,4,0,Bayer Leverkusen,Eintracht Frankfurt,2.60789,1.10478,0.7627,0.1673,0.07,Bundesliga,13,9,5,3,6,4,11.0769,8.9583
12622,1388356,131,136,2020-03-07 14:30:00,3,2019,0,0,Wolfsburg,RasenBallsport Leipzig,0.597206,1.08959,0.1908,0.3257,0.4835,Bundesliga,16,14,4,4,2,8,9.5714,13.0385
12623,1388359,122,123,2020-03-07 14:30:00,3,2019,2,2,Hertha Berlin,Werder Bremen,0.896654,1.51105,0.1852,0.2628,0.552,Bundesliga,19,7,5,3,4,2,15.25,7.2069
12625,1388365,135,240,2020-03-07 14:30:00,3,2019,3,1,Freiburg,Union Berlin,1.62613,0.805309,0.6201,0.2567,0.1232,Bundesliga,9,14,4,4,1,7,9.8182,11.5625
12626,1388368,124,120,2020-03-07 14:30:00,3,2019,1,1,Schalke 04,Hoffenheim,1.1061,0.801078,0.4,0.3573,0.2427,Bundesliga,14,4,4,1,3,2,11.45,19.4211
12621,1388353,130,129,2020-03-07 17:30:00,3,2019,1,2,Borussia M.Gladbach,Borussia Dortmund,2.62205,1.20132,0.7406,0.1606,0.0988,Bundesliga,10,10,3,4,2,3,13.32,13.0667
12619,1388347,117,121,2020-03-08 14:30:00,3,2019,2,0,Bayern Munich,Augsburg,4.05804,1.0173,0.9382,0.048,0.0138,Bundesliga,18,6,6,2,15,3,21.0476,5.4545
12624,1388362,125,233,2020-03-08 17:00:00,3,2019,1,1,Mainz 05,Fortuna Duesseldorf,0.974089,1.77792,0.1215,0.3001,0.5784,Bundesliga,3,20,1,5,1,9,9.15,22.8571
12585,1388432,130,134,2020-03-11 17:30:00,3,2019,2,1,Borussia M.Gladbach,FC Cologne,1.32979,1.31698,0.3701,0.2791,0.3508,Bundesliga,12,15,5,3,9,6,14.3043,13.9048
12628,1388374,129,124,2020-05-16 13:30:00,3,2019,4,0,Borussia Dortmund,Schalke 04,1.45195,0.345513,0.6903,0.2372,0.0725,Bundesliga,11,10,4,3,3,3,14.4194,12.8421
12629,1388377,136,135,2020-05-16 13:30:00,3,2019,1,1,RasenBallsport Leipzig,Freiburg,1.91915,0.334381,0.7846,0.1689,0.0465,Bundesliga,23,6,8,1,18,3,24.4,10.5556
12632,1388386,120,122,2020-05-16 13:30:00,3,2019,0,3,Hoffenheim,Hertha Berlin,2.79087,1.55073,0.6691,0.1786,0.1523,Bundesliga,18,13,2,6,5,6,10.5,15.9375
12633,1388389,233,205,2020-05-16 13:30:00,3,2019,0,0,Fortuna Duesseldorf,Paderborn,1.04877,0.63998,0.4558,0.3525,0.1917,Bundesliga,10,7,1,1,5,1,17.3333,13.5833
12634,1388392,121,131,2020-05-16 13:30:00,3,2019,1,2,Augsburg,Wolfsburg,1.24058,1.37909,0.2206,0.4684,0.311,Bundesliga,8,15,3,4,0,5,7.1786,14.0
12630,1388380,132,130,2020-05-16 16:30:00,3,2019,1,3,Eintracht Frankfurt,Borussia M.Gladbach,0.898676,2.79227,0.0536,0.1198,0.8266,Bundesliga,12,15,4,8,6,4,30.8,10.9655
12635,1388395,134,125,2020-05-17 13:30:00,3,2019,2,2,FC Cologne,Mainz 05,2.76011,1.97274,0.5723,0.2194,0.2083,Bundesliga,16,11,6,5,3,13,10.5217,7.2424
12636,1388398,240,117,2020-05-17 16:00:00,3,2019,0,2,Union Berlin,Bayern Munich,0.548769,1.39334,0.1054,0.2553,0.6393,Bundesliga,9,13,2,3,4,10,4.6,20.3
12631,1388383,123,119,2020-05-18 18:30:00,3,2019,1,4,Werder Bremen,Bayer Leverkusen,0.877237,2.8843,0.0478,0.1123,0.8399,Bundesliga,10,13,1,6,3,11,10.875,17.2593
12641,1388413,122,240,2020-05-22 18:30:00,3,2019,4,0,Hertha Berlin,Union Berlin,2.51634,0.273771,0.9005,0.0822,0.0173,Bundesliga,15,7,7,0,5,4,19.0625,9.8636
12637,1388401,205,120,2020-05-23 13:30:00,3,2019,1,1,Paderborn,Hoffenheim,0.964535,1.92541,0.1478,0.223,0.6292,Bundesliga,12,17,2,7,0,14,11.5,12.2581
12639,1388407,130,119,2020-05-23 13:30:00,3,2019,1,3,Borussia M.Gladbach,Bayer Leverkusen,2.273,3.46649,0.1652,0.1661,0.6687,Bundesliga,18,14,7,8,6,5,9.4231,10.0
12640,1388410,131,129,2020-05-23 13:30:00,3,2019,0,2,Wolfsburg,Borussia Dortmund,0.504702,1.03584,0.1515,0.3422,0.5063,Bundesliga,7,6,1,2,0,5,14.5,21.1364
12643,1388421,135,123,2020-05-23 13:30:00,3,2019,0,1,Freiburg,Werder Bremen,0.722324,0.464168,0.3728,0.4169,0.2103,Bundesliga,17,10,7,2,5,3,19.1765,9.8095
12638,1388404,117,132,2020-05-23 16:30:00,3,2019,5,2,Bayern Munich,Eintracht Frankfurt,3.59062,1.03034,0.8773,0.0836,0.0391,Bundesliga,23,12,10,4,6,2,23.9444,6.2
12644,1388422,124,121,2020-05-24 11:30:00,3,2019,0,3,Schalke 04,Augsburg,0.707591,1.5047,0.1332,0.2653,0.6015,Bundesliga,12,9,2,7,4,0,18.619,3.3824
12642,1388416,125,136,2020-05-24 13:30:00,3,2019,0,5,Mainz 05,RasenBallsport Leipzig,0.320493,5.2681,0.0001,0.0022,0.9977,Bundesliga,4,20,1,10,3,15,7.0,21.15
12645,1388423,134,233,2020-05-24 16:00:00,3,2019,2,2,FC Cologne,Fortuna Duesseldorf,2.24705,0.444463,0.8697,0.1054,0.0249,Bundesliga,15,10,6,4,1,5,12.963,5.48
12652,1388424,129,117,2020-05-26 16:30:00,3,2019,0,1,Borussia Dortmund,Bayern Munich,0.616596,0.769692,0.2558,0.3832,0.361,Bundesliga,13,11,5,5,8,6,9.8378,18.4444
12646,1388250,132,135,2020-05-26 18:30:00,3,2019,3,3,Eintracht Frankfurt,Freiburg,4.29527,0.764685,0.9599,0.0313,0.0088,Bundesliga,34,10,16,5,10,2,37.375,8.25
12647,1388253,123,130,2020-05-26 18:30:00,3,2019,0,0,Werder Bremen,Borussia M.Gladbach,0.844607,0.359767,0.4684,0.3892,0.1424,Bundesliga,12,8,7,4,3,3,10.4615,12.0313
12654,1388426,119,131,2020-05-26 18:30:00,3,2019,1,4,Bayer Leverkusen,Wolfsburg,1.3302,2.99484,0.089,0.1473,0.7637,Bundesliga,9,14,1,9,5,5,16.5385,9.2857
12653,1388425,136,122,2020-05-27 16:30:00,3,2019,2,2,RasenBallsport Leipzig,Hertha Berlin,0.612996,1.57339,0.1004,0.2372,0.6624,Bundesliga,11,12,4,3,3,5,9.5,10.8947
12648,1388256,120,134,2020-05-27 18:30:00,3,2019,3,1,Hoffenheim,FC Cologne,1.26471,2.24859,0.1565,0.21,0.6335,Bundesliga,8,17,6,6,5,8,17.1875,20.8571
12649,1388259,233,124,2020-05-27 18:30:00,3,2019,2,1,Fortuna Duesseldorf,Schalke 04,1.73478,0.702054,0.6798,0.2265,0.0937,Bundesliga,13,8,8,3,6,3,20.3889,7.0
12650,1388262,121,205,2020-05-27 18:30:00,3,2019,0,0,Augsburg,Paderborn,0.501125,1.18949,0.1324,0.2954,0.5722,Bundesliga,12,15,2,2,4,0,23.25,12.5
12651,1388265,240,125,2020-05-27 18:30:00,3,2019,1,1,Union Berlin,Mainz 05,0.772053,0.594984,0.3731,0.3828,0.2441,Bundesliga,9,10,3,2,3,4,7.9474,14.0952
12660,1388283,135,119,2020-05-29 18:30:00,3,2019,0,1,Freiburg,Bayer Leverkusen,0.68733,0.394085,0.3888,0.431,0.1802,Bundesliga,9,7,1,1,2,7,7.7727,31.9286
12657,1388274,131,132,2020-05-30 13:30:00,3,2019,1,2,Wolfsburg,Eintracht Frankfurt,2.10016,1.94951,0.3994,0.2641,0.3365,Bundesliga,19,7,4,3,7,5,4.8158,5.7037
12658,1388277,122,121,2020-05-30 13:30:00,3,2019,2,0,Hertha Berlin,Augsburg,3.05122,1.13484,0.8065,0.1295,0.064,Bundesliga,11,8,5,3,2,3,32.0,8.4815
12659,1388280,125,120,2020-05-30 13:30:00,3,2019,0,1,Mainz 05,Hoffenheim,1.07747,1.7133,0.1966,0.2519,0.5515,Bundesliga,18,12,2,6,8,1,9.75,10.3214
12661,1388286,124,123,2020-05-30 13:30:00,3,2019,0,1,Schalke 04,Werder Bremen,0.788687,0.349616,0.4544,0.403,0.1426,Bundesliga,12,6,1,2,6,6,4.9655,10.0
12655,1388268,117,233,2020-05-30 16:30:00,3,2019,5,0,Bayern Munich,Fortuna Duesseldorf,3.02763,0.723584,0.8771,0.0934,0.0295,Bundesliga,21,7,8,2,15,0,30.8462,8.0435
12656,1388271,130,240,2020-05-31 13:30:00,3,2019,4,1,Borussia M.Gladbach,Union Berlin,2.16238,0.719923,0.757,0.1664,0.0766,Bundesliga,15,12,9,5,5,2,19.0476,14.4375
12663,1388292,205,129,2020-05-31 16:00:00,3,2019,1,6,Paderborn,Borussia Dortmund,1.13973,4.4959,0.0089,0.0337,0.9574,Bundesliga,9,16,1,11,1,13,12.9375,27.1333
12662,1388289,134,136,2020-06-01 18:30:00,3,2019,2,4,FC Cologne,RasenBallsport Leipzig,0.803762,3.20866,0.0409,0.0877,0.8714,Bundesliga,7,19,5,9,4,9,22.9167,9.4828
12612,1388326,123,132,2020-06-03 18:30:00,3,2019,0,3,Werder Bremen,Eintracht Frankfurt,0.388746,1.75359,0.0543,0.1792,0.7665,Bundesliga,11,11,3,4,4,2,8.069,10.6667
12670,1388313,135,130,2020-06-05 18:30:00,3,2019,1,0,Freiburg,Borussia M.Gladbach,1.56293,2.15228,0.2327,0.2369,0.5304,Bundesliga,15,18,6,3,5,7,8.4167,15.6087
12665,1388298,136,205,2020-06-06 13:30:00,3,2019,1,1,RasenBallsport Leipzig,Paderborn,1.91324,1.274,0.5448,0.241,0.2142,Bundesliga,12,16,4,5,9,2,12.0476,8.8462
12666,1388301,119,117,2020-06-06 13:30:00,3,2019,2,4,Bayer Leverkusen,Bayern Munich,0.768558,2.6513,0.0604,0.1253,0.8143,Bundesliga,10,16,6,10,3,11,11.3548,12.5484
12667,1388304,132,125,2020-06-06 13:30:00,3,2019,0,2,Eintracht Frankfurt,Mainz 05,0.366021,2.91267,0.0125,0.0587,0.9288,Bundesliga,12,17,1,4,3,6,13.5417,4.2308
12669,1388310,233,120,2020-06-06 13:30:00,3,2019,2,2,Fortuna Duesseldorf,Hoffenheim,2.46304,1.44523,0.6304,0.2289,0.1407,Bundesliga,25,8,4,3,7,1,22.5833,8.8261
12664,1388295,129,122,2020-06-06 16:30:00,3,2019,1,0,Borussia Dortmund,Hertha Berlin,1.84639,0.108241,0.8884,0.1018,0.0098,Bundesliga,13,4,3,1,8,6,17.4231,13.0476
12668,1388307,123,131,2020-06-07 11:30:00,3,2019,0,1,Werder Bremen,Wolfsburg,0.416576,1.84359,0.0563,0.1725,0.7712,Bundesliga,13,17,2,3,5,6,12.8182,7.8276
12672,1388319,240,124,2020-06-07 13:30:00,3,2019,1,1,Union Berlin,Schalke 04,2.39933,0.166933,0.9179,0.0744,0.0077,Bundesliga,13,4,5,1,2,1,5.5556,9.0435
12671,1388316,121,134,2020-06-07 16:00:00,3,2019,1,1,Augsburg,FC Cologne,2.20052,0.791182,0.758,0.1722,0.0698,Bundesliga,16,9,5,2,2,2,6.8276,7.6364
12675,1388328,120,136,2020-06-12 18:30:00,3,2019,0,2,Hoffenheim,RasenBallsport Leipzig,1.75723,1.36763,0.4671,0.2504,0.2825,Bundesliga,24,15,6,7,8,13,9.4167,8.68
12674,1388325,131,135,2020-06-13 13:30:00,3,2019,2,2,Wolfsburg,Freiburg,2.48484,2.09345,0.4536,0.2412,0.3052,Bundesliga,20,11,6,6,11,4,8.8421,11.05
12676,1388331,233,129,2020-06-13 13:30:00,3,2019,0,1,Fortuna Duesseldorf,Borussia Dortmund,0.382339,0.683609,0.1691,0.4336,0.3973,Bundesliga,6,6,3,3,2,5,12.4783,24.2381
12677,1388334,122,132,2020-06-13 13:30:00,3,2019,1,4,Hertha Berlin,Eintracht Frankfurt,0.602622,2.94287,0.0183,0.0683,0.9134,Bundesliga,5,18,4,7,2,9,9.52,16.2105
12680,1388343,134,240,2020-06-13 13:30:00,3,2019,1,2,FC Cologne,Union Berlin,1.342,0.527425,0.6124,0.2711,0.1165,Bundesliga,10,6,6,4,7,1,11.2,6.28
